#VERB   LABEL
erklären	OTHER
erkranken	OTHER
erkälten	OTHER
erkühnen	OTHER
erlahmen	PERPETRATOR
erlassen	OTHER
erleiden	OTHER
erliegen	OTHER
erlöschen	OTHER
erlösen	PERPETRATOR
ermahnen	OTHER
ermatten	OTHER
ermorden	PERPETRATOR
ermäßigen	OTHER
ermüden	OTHER
erniedrigen	PERPETRATOR
ernüchtern	OTHER
erotisieren	OTHER
erpressen	PERPETRATOR
erregen	PERPETRATOR
erröten	OTHER
ersaufen	OTHER
erschaudern	OTHER
erschauern	OTHER
erschießen	PERPETRATOR
erschlaffen	OTHER
erschlagen	PERPETRATOR
erschleichen	PERPETRATOR
erschrecken	OTHER
erschweren	OTHER
erschwindeln	PERPETRATOR
erschöpfen	OTHER
erschüttern	OTHER
ersetzen	OTHER
ersitzen	OTHER
ersparen	OTHER
erstarren	OTHER
erstatten	OTHER
erstechen	PERPETRATOR
ersterben	OTHER
ersticken	PERPETRATOR
erstürmen	PERPETRATOR
ersäufen	OTHER
ertappen	OTHER
ertauben	OTHER
ertragen	OTHER
ertrinken	OTHER
ertränken	PERPETRATOR
erwachen	OTHER
erwehren	OTHER
erwischen	OTHER
erwürgen	PERPETRATOR
erzittern	OTHER
erzwingen	OTHER
erzählen	OTHER
erzürnen	OTHER
eskalieren	OTHER
europäisieren	PERPETRATOR
evakuieren	OTHER
evozieren	OTHER
exekutieren	OTHER
exhumieren	OTHER
existieren	PERPETRATOR
exkommunizieren	OTHER
exkulpieren	OTHER
explodieren	OTHER
exponieren	OTHER
fabrizieren	PERPETRATOR
fabulieren	OTHER
fackeln	PERPETRATOR
fahnden	OTHER
fallen	OTHER
fanatisieren	PERPETRATOR
fangen	OTHER
fantasieren	OTHER
faseln	OTHER
fassen	OTHER
fauchen	OTHER
faulen	OTHER
fechten	PERPETRATOR
fegen	OTHER
fehlbesetzen	OTHER
fehlen	OTHER
fehlgreifen	OTHER
fehlinterpretieren	OTHER
fehlschlagen	PERPETRATOR
feilbieten	OTHER
feilschen	OTHER
feixen	OTHER
fernbleiben	OTHER
fernhalten	OTHER
fernliegen	OTHER
fertigmachen	PERPETRATOR
fesseln	PERPETRATOR
festbeißen	OTHER
festfahren	OTHER
festfrieren	OTHER
festhalten	OTHER
festketten	OTHER
festklammern	OTHER
festkrallen	OTHER
festliegen	OTHER
festmachen	OTHER
festnageln	OTHER
festnehmen	OTHER
festsetzen	OTHER
festsitzen	OTHER
feststecken	OTHER
feststellen	OTHER
feuern	OTHER
ficken	OTHER
fiedeln	OTHER
fiepen	OTHER
finden	OTHER
fingern	OTHER
fingieren	OTHER
